MJJCLBGC_00001	COG0527	[E] Aspartokinases     
MJJCLBGC_03701	COG0561	[R] Predicted hydrolases of the HAD superfamily
MJJCLBGC_03702	COG3753	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03703	COG0187	[L] Type IIA topoisomerase (DNA gyrase/topo II,
MJJCLBGC_03704	COG1195	[L] Recombinational DNA repair ATPase (RecF pathway)
MJJCLBGC_03705	COG0592	[L] DNA polymerase sliding clamp subunit (PCNA
MJJCLBGC_03706	COG0593	[L] ATPase involved in DNA replication initiation
MJJCLBGC_03707	ROG3844	
MJJCLBGC_03708	COG0594	[J] RNase P protein component  
MJJCLBGC_03709	COG0706	[U] Preprotein translocase subunit YidC  
MJJCLBGC_03710	COG0486	[R] Predicted GTPase    
MJJCLBGC_03711	COG3033	[E] Tryptophanase     
MJJCLBGC_03712	COG0814	[E] Amino acid permeases   
MJJCLBGC_03714	COG0583	[K] Transcriptional regulator    
MJJCLBGC_03715	COG2091	[H] Phosphopantetheinyl transferase    
MJJCLBGC_03716	COG0431	[R] Predicted flavoprotein    
MJJCLBGC_03717	COG2252	[R] Permeases     
MJJCLBGC_03718	COG0637	[R] Predicted phosphatase/phosphohexomutase    
MJJCLBGC_03720	COG3196	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03721	COG0363	[G] 6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase    
MJJCLBGC_03722	COG2382	[P] Enterochelin esterase and related enzymes 
MJJCLBGC_03723	COG4580	[G] Maltoporin (phage lambda and maltose receptor)
MJJCLBGC_03724	COG2723	[G] Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase     
MJJCLBGC_03725	COG2190	[G] Phosphotransferase system IIA components  
MJJCLBGC_03726	COG3711	[K] Transcriptional antiterminator    
MJJCLBGC_03727	COG0704	[P] Phosphate uptake regulator   
MJJCLBGC_03728	COG1117	[P] ABC-type phosphate transport system, ATPase component
MJJCLBGC_03729	COG0581	[P] ABC-type phosphate transport system, permease component
MJJCLBGC_03730	COG0573	[P] ABC-type phosphate transport system, permease component
MJJCLBGC_03731	COG0226	[P] ABC-type phosphate transport system, periplasmic component
MJJCLBGC_03732	COG0449	[M] Glucosamine 6-phosphate synthetase, contains amidotransferase and
MJJCLBGC_03733	COG1207	[M] N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch
MJJCLBGC_03734	COG0355	[C] F0F1-type ATP synthase, epsilon subunit (mitochondrial
MJJCLBGC_03735	COG0055	[C] F0F1-type ATP synthase, beta subunit 
MJJCLBGC_03736	COG0224	[C] F0F1-type ATP synthase, gamma subunit 
MJJCLBGC_03737	COG0056	[C] F0F1-type ATP synthase, alpha subunit 
MJJCLBGC_03738	COG0712	[C] F0F1-type ATP synthase, delta subunit (mitochondrial
MJJCLBGC_03739	COG0711	[C] F0F1-type ATP synthase, subunit b 
MJJCLBGC_03740	COG0636	[C] F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase,
MJJCLBGC_03741	COG0356	[C] F0F1-type ATP synthase, subunit a 
MJJCLBGC_03742	COG3312	[C] F0F1-type ATP synthase, subunit I 
MJJCLBGC_03743	COG0357	[M] Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial
MJJCLBGC_03744	COG0445	[D] NAD/FAD-utilizing enzyme apparently involved in cell
MJJCLBGC_03745	COG0716	[C] Flavodoxins     
MJJCLBGC_03746	COG1522	[K] Transcriptional regulators    
MJJCLBGC_03747	COG2502	[E] Asparagine synthetase A   
MJJCLBGC_03748	COG2425	[R] Uncharacterized protein containing a von Willebrand
MJJCLBGC_03750	COG3158	[P] K+ transporter    
MJJCLBGC_03751	COG1869	[G] ABC-type ribose transport system, auxiliary component
MJJCLBGC_03752	COG1129	[G] ABC-type sugar transport system, ATPase component
MJJCLBGC_03753	COG1172	[G] Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components
MJJCLBGC_03754	COG1879	[G] ABC-type sugar transport system, periplasmic component
MJJCLBGC_03755	COG0524	[G] Sugar kinases, ribokinase family  
MJJCLBGC_03756	COG1609	[K] Transcriptional regulators    
MJJCLBGC_03757	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_03758	COG2186	[K] Transcriptional regulators    
MJJCLBGC_03765	COG0583	[K] Transcriptional regulator    
MJJCLBGC_03766	COG3085	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03767	COG0606	[O] Predicted ATPase with chaperone activity 
MJJCLBGC_03768	COG0028	[EH] Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate
MJJCLBGC_03769	COG0028	[EH] Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate
MJJCLBGC_03770	COG3978	[S] Acetolactate synthase (isozyme II), small (regulatory)
MJJCLBGC_03771	COG0115	[EH] Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase 
MJJCLBGC_03772	COG0129	[EG] Dihydroxyacid dehydratase/phosphogluconate dehydratase   
MJJCLBGC_03773	COG1171	[E] Threonine dehydratase    
MJJCLBGC_03774	COG0583	[K] Transcriptional regulator    
MJJCLBGC_03775	COG0059	[EH] Ketol-acid reductoisomerase    
MJJCLBGC_03776	COG0760	[O] Parvulin-like peptidyl-prolyl isomerase   
MJJCLBGC_03777	COG3692	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03778	COG0210	[L] Superfamily I DNA and RNA helicases
MJJCLBGC_03779	COG0248	[FP] Exopolyphosphatase     
MJJCLBGC_03780	COG0513	[LKJ] Superfamily II DNA and RNA helicases
MJJCLBGC_03781	COG0526	[OC] Thiol-disulfide isomerase and thioredoxins  
MJJCLBGC_03782	COG1158	[K] Transcription termination factor   
MJJCLBGC_03785	COG3765	[M] Chain length determinant protein  
MJJCLBGC_03786	COG0381	[M] UDP-N-acetylglucosamine 2-epimerase    
MJJCLBGC_03787	COG0677	[M] UDP-N-acetyl-D-mannosaminuronate dehydrogenase    
MJJCLBGC_03788	COG1088	[M] dTDP-D-glucose 4,6-dehydratase    
MJJCLBGC_03789	COG1209	[M] dTDP-glucose pyrophosphorylase    
MJJCLBGC_03790	COG0454	[KR] Histone acetyltransferase HPA2 and related acetyltransferases
MJJCLBGC_03791	COG0399	[M] Predicted pyridoxal phosphate-dependent enzyme apparently involved
MJJCLBGC_03792	COG2244	[R] Membrane protein involved in the export
MJJCLBGC_03793	ROG4451	
MJJCLBGC_03795	COG1922	[M] Teichoic acid biosynthesis proteins  
MJJCLBGC_03796	COG1113	[E] Gamma-aminobutyrate permease and related permeases 
MJJCLBGC_03801	COG0641	[R] Arylsulfatase regulator (Fe-S oxidoreductase)  
MJJCLBGC_03802	COG3119	[P] Arylsulfatase A and related enzymes 
MJJCLBGC_03803	COG3071	[H] Uncharacterized enzyme of heme biosynthesis 
MJJCLBGC_03804	COG2959	[H] Uncharacterized enzyme of heme biosynthesis 
MJJCLBGC_03805	COG1587	[H] Uroporphyrinogen-III synthase    
MJJCLBGC_03806	COG0181	[H] Porphobilinogen deaminase    
MJJCLBGC_03807	COG3072	[F] Adenylate cyclase    
MJJCLBGC_03808	COG1965	[P] Protein implicated in iron transport, frataxin
MJJCLBGC_03809	COG5567	[N] Predicted small periplasmic lipoprotein  
MJJCLBGC_03810	COG0253	[E] Diaminopimelate epimerase    
MJJCLBGC_03811	COG3159	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03812	COG4973	[L] Site-specific recombinase XerC   
MJJCLBGC_03813	COG1011	[R] Predicted hydrolase (HAD superfamily)  
MJJCLBGC_03814	COG0210	[L] Superfamily I DNA and RNA helicases
MJJCLBGC_03815	COG3698	[S] Predicted periplasmic protein   
MJJCLBGC_03816	COG0598	[P] Mg2+ and Co2+ transporters  
MJJCLBGC_03817	ROG4207	
MJJCLBGC_03819	COG2962	[R] Predicted permeases    
MJJCLBGC_03820	COG2050	[Q] Uncharacterized protein, possibly involved in aromatic
MJJCLBGC_03821	COG2829	[M] Outer membrane phospholipase A  
MJJCLBGC_03822	COG0514	[L] Superfamily II DNA helicase  
MJJCLBGC_03823	COG1280	[E] Putative threonine efflux protein  
MJJCLBGC_03824	COG1280	[E] Putative threonine efflux protein  
MJJCLBGC_03825	COG2267	[I] Lysophospholipase     
MJJCLBGC_03826	COG0561	[R] Predicted hydrolases of the HAD superfamily
MJJCLBGC_03827	COG0697	[GER] Permeases of the drug/metabolite transporter (DMT)
MJJCLBGC_03828	COG0583	[K] Transcriptional regulator    
MJJCLBGC_03829	COG0620	[E] Methionine synthase II (cobalamin-independent)  
MJJCLBGC_03830	COG0412	[Q] Dienelactone hydrolase and related enzymes 
MJJCLBGC_03831	COG2820	[F] Uridine phosphorylase    
MJJCLBGC_03832	COG1322	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03833	COG2226	[H] Methylase involved in ubiquinone/menaquinone biosynthesis 
MJJCLBGC_03834	COG3165	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03835	COG0661	[R] Predicted unusual protein kinase  
MJJCLBGC_03836	COG1826	[U] Sec-independent protein secretion pathway components 
MJJCLBGC_03837	COG1826	[U] Sec-independent protein secretion pathway components 
MJJCLBGC_03838	COG0805	[U] Sec-independent protein secretion pathway component TatC
MJJCLBGC_03839	COG0084	[L] Mg-dependent DNase    
MJJCLBGC_03840	COG0250	[K] Transcription antiterminator    
MJJCLBGC_03841	COG0043	[H] 3-polyprenyl-4-hydroxybenzoate decarboxylase and related decarboxylases 
MJJCLBGC_03842	COG0543	[HC] 2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases
MJJCLBGC_03843	COG0183	[I] Acetyl-CoA acetyltransferase    
MJJCLBGC_03844	COG1250	[I] 3-hydroxyacyl-CoA dehydrogenase    
MJJCLBGC_03845	COG0006	[E] Xaa-Pro aminopeptidase    
MJJCLBGC_03846	COG1739	[S] Uncharacterized conserved protein   
MJJCLBGC_03847	COG0168	[P] Trk-type K+ transport systems, membrane components
MJJCLBGC_03848	COG4635	[CH] Flavodoxin     
MJJCLBGC_03854	COG1763	[H] Molybdopterin-guanine dinucleotide biosynthesis protein  
MJJCLBGC_03855	COG0746	[H] Molybdopterin-guanine dinucleotide biosynthesis protein A 
MJJCLBGC_03856	COG3084	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03857	COG2334	[R] Putative homoserine kinase type II (protein
MJJCLBGC_03858	COG1651	[O] Protein-disulfide isomerase    
MJJCLBGC_03859	COG5339	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03860	COG0204	[I] 1-acyl-sn-glycerol-3-phosphate acyltransferase    
MJJCLBGC_03862	COG0749	[L] DNA polymerase I - 3'-5' exonuclease
MJJCLBGC_03863	COG0218	[R] Predicted GTPase    
MJJCLBGC_03864	COG3078	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03865	COG0635	[H] Coproporphyrinogen III oxidase and related Fe-S
MJJCLBGC_03866	COG0577	[V] ABC-type antimicrobial peptide transport system, permease
MJJCLBGC_03867	COG2204	[T] Response regulator containing CheY-like receiver, AAA-type
MJJCLBGC_03868	COG3852	[T] Signal transduction histidine kinase, nitrogen specific
MJJCLBGC_03869	COG0174	[E] Glutamine synthetase    
MJJCLBGC_03870	COG1217	[T] Predicted membrane GTPase involved in stress
MJJCLBGC_03871	COG2188	[K] Transcriptional regulators    
MJJCLBGC_03872	ROG6879	
MJJCLBGC_03873	ROG5427	
MJJCLBGC_03875	COG2211	[G] Na+/melibiose symporter and related transporters 
MJJCLBGC_03876	COG2211	[G] Na+/melibiose symporter and related transporters 
MJJCLBGC_03877	COG1501	[G] Alpha-glucosidases, family 31 of glycosyl hydrolases
MJJCLBGC_03878	COG2017	[G] Galactose mutarotase and related enzymes 
MJJCLBGC_03879	COG2942	[G] N-acyl-D-glucosamine 2-epimerase    
MJJCLBGC_03880	COG3684	[G] Tagatose-1,6-bisphosphate aldolase    
MJJCLBGC_03881	COG2084	[I] 3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
MJJCLBGC_03882	COG0524	[G] Sugar kinases, ribokinase family  
MJJCLBGC_03883	COG1349	[KG] Transcriptional regulators of sugar metabolism 
MJJCLBGC_03884	COG1011	[R] Predicted hydrolase (HAD superfamily)  
MJJCLBGC_03885	COG1295	[S] Predicted membrane protein   
MJJCLBGC_03886	COG1490	[J] D-Tyr-tRNAtyr deacylase    
MJJCLBGC_03887	COG0454	[KR] Histone acetyltransferase HPA2 and related acetyltransferases
MJJCLBGC_03889	ROG5008	
MJJCLBGC_03890	ROG5008	
MJJCLBGC_03892	COG3058	[O] Uncharacterized protein involved in formate dehydrogenase
MJJCLBGC_03893	COG2864	[C] Cytochrome b subunit of formate dehydrogenase
MJJCLBGC_03894	COG0437	[C] Fe-S-cluster-containing hydrogenase components 1  
MJJCLBGC_03895	COG0243	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  
MJJCLBGC_03896	COG0243	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  
MJJCLBGC_03897	COG1526	[C] Uncharacterized protein required for formate dehydrogenase
MJJCLBGC_03898	ROG5958	
MJJCLBGC_03899	COG3711	[K] Transcriptional antiterminator    
MJJCLBGC_03900	COG1363	[G] Cellulase M and related proteins 
MJJCLBGC_03901	COG1299	[G] Phosphotransferase system, fructose-specific IIC component 
MJJCLBGC_03902	COG1762	[GT] Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
MJJCLBGC_03903	COG3254	[S] Uncharacterized conserved protein   
MJJCLBGC_03904	COG0235	[G] Ribulose-5-phosphate 4-epimerase and related epimerases and
MJJCLBGC_03905	COG4806	[G] L-rhamnose isomerase    
MJJCLBGC_03906	COG1070	[G] Sugar (pentulose and hexulose) kinases 
MJJCLBGC_03907	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_03908	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_03910	COG0605	[P] Superoxide dismutase    
MJJCLBGC_03911	ROG0711	
MJJCLBGC_03912	COG2258	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03913	COG2205	[T] Osmosensitive K+ channel histidine kinase 
MJJCLBGC_03914	COG0745	[TK] Response regulators consisting of a CheY-like
MJJCLBGC_03915	COG3678	[UNTP] P pilus assembly/Cpx signaling pathway, periplasmic
MJJCLBGC_03916	COG0053	[P] Predicted Co/Zn/Cd cation transporters  
MJJCLBGC_03918	COG0205	[G] 6-phosphofructokinase     
MJJCLBGC_03919	COG1613	[P] ABC-type sulfate transport system, periplasmic component
MJJCLBGC_03920	COG2134	[I] CDP-diacylglycerol pyrophosphatase    
MJJCLBGC_03921	COG0149	[G] Triosephosphate isomerase    
MJJCLBGC_03923	COG3152	[S] Predicted membrane protein   
MJJCLBGC_03924	COG3691	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03925	COG0589	[T] Universal stress protein UspA and related
MJJCLBGC_03926	COG1018	[C] Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
MJJCLBGC_03927	COG1494	[G] Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins 
MJJCLBGC_03928	COG0554	[C] Glycerol kinase    
MJJCLBGC_03929	COG0580	[G] Glycerol uptake facilitator and related permeases
MJJCLBGC_03930	COG3074	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03931	COG0684	[H] Demethylmenaquinone methyltransferase    
MJJCLBGC_03932	COG1575	[H] 1,4-dihydroxy-2-naphthoate octaprenyltransferase    
MJJCLBGC_03933	COG1220	[O] ATP-dependent protease HslVU (ClpYQ), ATPase subunit
MJJCLBGC_03934	COG5405	[O] ATP-dependent protease HslVU (ClpYQ), peptidase subunit
MJJCLBGC_03935	COG3087	[D] Cell division protein   
MJJCLBGC_03936	COG1609	[K] Transcriptional regulators    
MJJCLBGC_03937	COG1198	[L] Primosomal protein N' (replication factor Y)
MJJCLBGC_03938	COG0254	[J] Ribosomal protein L31   
MJJCLBGC_03939	ROG3369	
MJJCLBGC_03940	COG3060	[KE] Transcriptional regulator of met regulon 
MJJCLBGC_03941	COG0626	[E] Cystathionine beta-lyases/cystathionine gamma-synthases   
MJJCLBGC_03942	COG0527	[E] Aspartokinases     
MJJCLBGC_03943	COG0685	[E] 5,10-methylenetetrahydrofolate reductase    
MJJCLBGC_03944	COG0376	[P] Catalase (peroxidase I)   
MJJCLBGC_03945	COG0697	[GER] Permeases of the drug/metabolite transporter (DMT)
MJJCLBGC_03946	COG3738	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_03947	COG0371	[C] Glycerol dehydrogenase and related enzymes 
MJJCLBGC_03948	COG0176	[G] Transaldolase     
MJJCLBGC_03949	COG1080	[G] Phosphoenolpyruvate-protein kinase (PTS system EI component
MJJCLBGC_03950	COG1299	[G] Phosphotransferase system, fructose-specific IIC component 
MJJCLBGC_03951	COG1445	[G] Phosphotransferase system fructose-specific component IIB 
MJJCLBGC_03952	COG1882	[C] Pyruvate-formate lyase    
MJJCLBGC_03953	COG1180	[O] Pyruvate-formate lyase-activating enzyme   
MJJCLBGC_03954	COG1445	[G] Phosphotransferase system fructose-specific component IIB 
MJJCLBGC_03955	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_03956	COG2194	[R] Predicted membrane-associated, metal-dependent hydrolase  
MJJCLBGC_03957	COG2352	[C] Phosphoenolpyruvate carboxylase    
MJJCLBGC_03958	COG0624	[E] Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
MJJCLBGC_03959	COG0002	[E] Acetylglutamate semialdehyde dehydrogenase   
MJJCLBGC_03960	COG0548	[E] Acetylglutamate kinase    
MJJCLBGC_03961	COG0165	[E] Argininosuccinate lyase    
MJJCLBGC_03962	COG0583	[K] Transcriptional regulator    
MJJCLBGC_03963	COG1249	[C] Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3)
MJJCLBGC_03964	COG1309	[K] Transcriptional regulator    
MJJCLBGC_03966	COG2265	[J] SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
MJJCLBGC_03967	COG4206	[H] Outer membrane cobalamin receptor protein 
MJJCLBGC_03968	COG0796	[M] Glutamate racemase    
MJJCLBGC_03973	COG0812	[M] UDP-N-acetylmuramate dehydrogenase    
MJJCLBGC_03974	COG0340	[H] Biotin-(acetyl-CoA carboxylase) ligase   
MJJCLBGC_03975	COG1072	[H] Panthothenate kinase    
MJJCLBGC_03980	COG0050	[J] GTPases - translation elongation factors 
MJJCLBGC_03981	COG0690	[U] Preprotein translocase subunit SecE  
MJJCLBGC_03982	COG0250	[K] Transcription antiterminator    
MJJCLBGC_03983	COG0080	[J] Ribosomal protein L11   
MJJCLBGC_03984	COG0081	[J] Ribosomal protein L1   
MJJCLBGC_03985	COG0244	[J] Ribosomal protein L10   
MJJCLBGC_03986	COG0222	[J] Ribosomal protein L7/L12   
MJJCLBGC_03987	COG0085	[K] DNA-directed RNA polymerase, beta subunit/140 kD
MJJCLBGC_03988	COG0086	[K] DNA-directed RNA polymerase, beta' subunit/160 kD
MJJCLBGC_03989	ROG6941	
MJJCLBGC_03990	COG1060	[HR] Thiamine biosynthesis enzyme ThiH and related
MJJCLBGC_03991	COG2022	[H] Uncharacterized enzyme of thiazole biosynthesis 
MJJCLBGC_03992	COG2104	[H] Sulfur transfer protein involved in thiamine
MJJCLBGC_03993	COG0476	[H] Dinucleotide-utilizing enzymes involved in molybdopterin and
MJJCLBGC_03994	COG0352	[H] Thiamine monophosphate synthase   
MJJCLBGC_03995	COG0422	[H] Thiamine biosynthesis protein ThiC  
MJJCLBGC_03996	COG3160	[K] Regulator of sigma D  
MJJCLBGC_03997	COG2816	[L] NTP pyrophosphohydrolases containing a Zn-finger, probably
MJJCLBGC_03998	COG0407	[H] Uroporphyrinogen-III decarboxylase    
MJJCLBGC_03999	COG1515	[L] Deoxyinosine 3'endonuclease (endonuclease V)  
MJJCLBGC_04000	COG3068	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_04001	COG0776	[L] Bacterial nucleoid DNA-binding protein  
MJJCLBGC_04002	COG3042	[R] Putative hemolysin    
MJJCLBGC_04003	COG3678	[UNTP] P pilus assembly/Cpx signaling pathway, periplasmic
MJJCLBGC_04004	COG0642	[T] Signal transduction histidine kinase  
MJJCLBGC_04005	COG2204	[T] Response regulator containing CheY-like receiver, AAA-type
MJJCLBGC_04006	COG0151	[F] Phosphoribosylamine-glycine ligase    
MJJCLBGC_04007	COG0138	[F] AICAR transformylase/IMP cyclohydrolase PurH (only IMP
MJJCLBGC_04012	ROG6865	
MJJCLBGC_04013	COG0454	[KR] Histone acetyltransferase HPA2 and related acetyltransferases
MJJCLBGC_04014	COG1897	[E] Homoserine trans-succinylase    
MJJCLBGC_04015	COG2225	[C] Malate synthase    
MJJCLBGC_04016	COG2224	[C] Isocitrate lyase    
MJJCLBGC_04017	COG4579	[T] Isocitrate dehydrogenase kinase/phosphatase   
MJJCLBGC_04018	COG0666	[R] FOG: Ankyrin repeat   
MJJCLBGC_04019	COG1414	[K] Transcriptional regulator    
MJJCLBGC_04020	COG1410	[E] Methionine synthase I, cobalamin-binding domain 
MJJCLBGC_04021	COG1283	[P] Na+/phosphate symporter    
MJJCLBGC_04022	COG3340	[E] Peptidase E    
MJJCLBGC_04023	COG1187	[J] 16S rRNA uridine-516 pseudouridylate synthase and
MJJCLBGC_04025	COG0527	[E] Aspartokinases     
MJJCLBGC_04026	COG0166	[G] Glucose-6-phosphate isomerase    
MJJCLBGC_04027	COG5455	[S] Predicted integral membrane protein  
MJJCLBGC_04028	ROG4342	
MJJCLBGC_04029	ROG0647	
MJJCLBGC_04030	ROG0647	
MJJCLBGC_04031	COG3223	[S] Predicted membrane protein   
MJJCLBGC_04032	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_04033	COG3833	[G] ABC-type maltose transport systems, permease component
MJJCLBGC_04034	COG1175	[G] ABC-type sugar transport systems, permease components
MJJCLBGC_04035	COG2182	[G] Maltose-binding periplasmic proteins/domains   
MJJCLBGC_04037	COG3839	[G] ABC-type sugar transport systems, ATPase components
MJJCLBGC_04038	COG4580	[G] Maltoporin (phage lambda and maltose receptor)
MJJCLBGC_04039	ROG8131	
MJJCLBGC_04042	COG0746	[H] Molybdopterin-guanine dinucleotide biosynthesis protein A 
